external_id,subject_id,subject_name,subject_fullname,root_name
1380430,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen
1380431,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen
1380431,95,İmalat Mühendisliği,Fen > Mühendislik > İmalat Mühendisliği,Fen
1380432,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen
1380432,95,İmalat Mühendisliği,Fen > Mühendislik > İmalat Mühendisliği,Fen
1380436,28,"Bilgisayar Bilimleri, Bilgi Sistemleri","Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",Fen
1380445,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen
1380445,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen
1380445,188,Telekomünikasyon,Fen > Mühendislik > Telekomünikasyon,Fen
1380462,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen
1380462,74,Fizikokimya,Fen > Temel Bilimler > Fizikokimya,Fen
1380468,52,Diş Hekimliği,Fen > Diş Hekimliği > Diş Hekimliği,Fen
1380468,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380468,12,Adli Tıp,Fen > Tıp > Adli Tıp,Fen
1380468,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen
1380469,144,"Mühendislik, Kimya","Fen > Mühendislik > Mühendislik, Kimya",Fen
1380469,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen
1380469,203,"Yeşil, Sürdürülebilir Bilim ve Teknoloji","Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",Fen
1380470,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen
1380470,190,Termodinamik,Fen > Temel Bilimler > Termodinamik,Fen
1380476,122,Maden İşletme ve Cevher Hazırlama,Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,Fen
1380476,203,"Yeşil, Sürdürülebilir Bilim ve Teknoloji","Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",Fen
1380476,97,İnşaat Mühendisliği,Fen > Mühendislik > İnşaat Mühendisliği,Fen
1380479,134,Meteoroloji ve Atmosferik Bilimler,Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,Fen
1380479,182,Su Kaynakları,Fen > Temel Bilimler > Su Kaynakları,Fen
1380479,99,İstatistik ve Olasılık,Fen > Temel Bilimler > İstatistik ve Olasılık,Fen
1380481,28,"Bilgisayar Bilimleri, Bilgi Sistemleri","Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",Fen
1380481,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380481,150,Nüfus İstatistikleri Bilimi,Sosyal > Sosyal > Nüfus İstatistikleri Bilimi,Sosyal
1380590,28,"Bilgisayar Bilimleri, Bilgi Sistemleri","Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",Fen
1380590,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1380593,128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen
1380593,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1380601,26,Beşeri Bilimler,Sosyal > Sosyal > Beşeri Bilimler,Sosyal
1380601,68,"Film, Radyo, Televizyon","Sosyal > Sosyal > Film, Radyo, Televizyon",Sosyal
1380601,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1380603,26,Beşeri Bilimler,Sosyal > Sosyal > Beşeri Bilimler,Sosyal
1380603,67,Felsefe,Sosyal > Sosyal > Felsefe,Sosyal
1380603,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1380604,26,Beşeri Bilimler,Sosyal > Sosyal > Beşeri Bilimler,Sosyal
1380604,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1380605,26,Beşeri Bilimler,Sosyal > Sosyal > Beşeri Bilimler,Sosyal
1380605,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1380606,26,Beşeri Bilimler,Sosyal > Sosyal > Beşeri Bilimler,Sosyal
1380606,67,Felsefe,Sosyal > Sosyal > Felsefe,Sosyal
1380606,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1380719,129,"Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Malzeme Bilimleri, Tekstil",Fen
1380726,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380726,59,Endüstri Mühendisliği,Fen > Mühendislik > Endüstri Mühendisliği,Fen
1380726,124,"Malzeme Bilimleri, Kâğıt ve Ahşap","Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",Fen
1380727,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen
1380727,14,Akustik,Fen > Temel Bilimler > Akustik,Fen
1380728,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen
1380728,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen
1380729,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380729,129,"Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Malzeme Bilimleri, Tekstil",Fen
1380730,142,"Mühendislik, Hava ve Uzay","Fen > Mühendislik > Mühendislik, Hava ve Uzay",Fen
1380730,170,Robotik,Fen > Mühendislik > Robotik,Fen
1380732,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen
1380732,43,Çevre Bilimleri,Fen > Temel Bilimler > Çevre Bilimleri,Fen
1380735,60,Enerji ve Yakıtlar,Fen > Mühendislik > Enerji ve Yakıtlar,Fen
1380735,76,"Fizik, Uygulamalı","Fen > Temel Bilimler > Fizik, Uygulamalı",Fen
1380737,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen
1380737,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen
1380740,59,Endüstri Mühendisliği,Fen > Mühendislik > Endüstri Mühendisliği,Fen
1380740,188,Telekomünikasyon,Fen > Mühendislik > Telekomünikasyon,Fen
1380750,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen
1380750,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen
1380750,175,Savunma Bilimleri,Fen > Mühendislik > Savunma Bilimleri,Fen
1380752,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen
1380752,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen
1380769,161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen
1380769,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen
1380770,161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen
1380770,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen
1380771,62,Entomoloji,Fen > Temel Bilimler > Entomoloji,Fen
1380771,130,Mantar Bilimi,Fen > Temel Bilimler > Mantar Bilimi,Fen
1380771,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen
1380772,62,Entomoloji,Fen > Temel Bilimler > Entomoloji,Fen
1380772,130,Mantar Bilimi,Fen > Temel Bilimler > Mantar Bilimi,Fen
1380772,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen
1380776,37,Biyokimya ve Moleküler Biyoloji,Fen > Tıp > Biyokimya ve Moleküler Biyoloji,Fen
1380776,153,Onkoloji,Fen > Tıp > Onkoloji,Fen
1380776,96,İmmünoloji,Fen > Tıp > İmmünoloji,Fen
1380778,24,Balıkçılık,Fen > Temel Bilimler > Balıkçılık,Fen
1380778,38,Biyoloji,Fen > Temel Bilimler > Biyoloji,Fen
1380778,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen
1380780,24,Balıkçılık,Fen > Temel Bilimler > Balıkçılık,Fen
1380780,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal
1380781,38,Biyoloji,Fen > Temel Bilimler > Biyoloji,Fen
1380781,48,Deniz ve Tatlı Su Biyolojisi,Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,Fen
1380783,47,Denizcilik,Fen > Mühendislik > Denizcilik,Fen
1380783,48,Deniz ve Tatlı Su Biyolojisi,Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,Fen
1380784,24,Balıkçılık,Fen > Temel Bilimler > Balıkçılık,Fen
1380786,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380786,24,Balıkçılık,Fen > Temel Bilimler > Balıkçılık,Fen
1380787,24,Balıkçılık,Fen > Temel Bilimler > Balıkçılık,Fen
1380807,80,Genel ve Dahili Tıp,Fen > Tıp > Genel ve Dahili Tıp,Fen
1380807,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal
1380807,89,Hemşirelik,Sosyal > Sosyal > Hemşirelik,Sosyal
1380817,91,Hücre Biyolojisi,Fen > Tıp > Hücre Biyolojisi,Fen
1380817,106,Kadın Hastalıkları ve Doğum,Fen > Tıp > Kadın Hastalıkları ve Doğum,Fen
1380820,85,Göz Hastalıkları,Fen > Tıp > Göz Hastalıkları,Fen
1380820,194,Tıbbi Laboratuar Teknolojisi,Fen > Tıp > Tıbbi Laboratuar Teknolojisi,Fen
1380829,17,Androloji,Fen > Tıp > Androloji,Fen
1380834,58,Endokrinoloji ve Metabolizma,Fen > Tıp > Endokrinoloji ve Metabolizma,Fen
1380834,91,Hücre Biyolojisi,Fen > Tıp > Hücre Biyolojisi,Fen
1380871,152,Odyoloji ve Konuşma-Dil Patolojisi,Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,Fen
1380871,166,Psikiyatri,Fen > Tıp > Psikiyatri,Fen
1380871,179,Sosyoloji,Sosyal > Sosyal > Sosyoloji,Sosyal
1380872,152,Odyoloji ve Konuşma-Dil Patolojisi,Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,Fen
1380872,166,Psikiyatri,Fen > Tıp > Psikiyatri,Fen
